이름,플랫폼,작가,그림,장르,상태,요일,좋아요,별점,총화수,무료,줄거리,첫화링크
그마남이야기,naverseries,,김밀콩,순정,완결,금,38,10.0,767,366화,"그 마법사가 남기고 간 이야기마법이 사라진 지 어언 300년 이 세상에 남은 마지막 마법사와 제물사랑과 우정과 희망, 거기에 독자의 인내심마저 부숴버릴 호구들의 이야기접기",https://series.naver.com/comic/detail.series?productNo=9143868&sortOrder=DESC#priceInfo
나를 깨우러 온,naverseries,,박하,소년,완결,월,2,8.9,106,3화,"['수면인간' 50만 명의 시대, 웨이커가 되어 잠든 사람들을 깨워라]오랜 시간 잠에서 깨어나지 않는 사람들, 그리고 그들을 깨우는 ‘웨이커’가 되려는 소녀 소년들접기",https://series.naver.com/comic/detail.series?productNo=4998659&sortOrder=DESC#priceInfo
화린,naverseries,조준희,티아이,무협,완결,월,9,8.9,49,5화,"흑천회 회주 유화린은 무림 최강자였으나 제자에게 배신을 당하고 무림에서 사라진다 3년 후, 강호에 다시 나타난 유화린은 더 강해져서 돌아오는데엇? 그런데 강호의 무공이 아니라 판타지에서나 볼 법한 마법을 익히고 돌아온 것도 모자라 남자에서 여자의 몸으로 바뀐 채 돌아왔다? 그녀(?)의 좌충우돌 퓨전무협 활극이 시작된다",https://series.naver.com/comic/detail.series?productNo=5187208&sortOrder=DESC#priceInfo
바람이 머무는 난,naverseries,신월,신월,소년,완결,82일,3193,9.6,184,21화,어느날 지상 최후의 용과 마주하게 된 한 여자아이의 이야기,https://series.naver.com/comic/detail.series?productNo=1531222&sortOrder=DESC#priceInfo
혼돈검신,naverseries,아이리더,아이리더,무협,완결,4일,5,7.5,128,5화,검신(劍神)이라 불리던 주인공은 천하제일의 고수를 가리는 결투에서 목숨을 잃게 된다그리고 눈을 떠보니 장양부의 넷째 도련님으로 환생한 자신을 발견하게 되고아이가 된 그에게 남은 건 '약골'이라는 조롱과 전생에 쓰던 공법뿐과연 그는 자신을 무시하는 세력을 이기고 다시 천하를 호령하는 자리에 앉을 수 있을까?접기,https://series.naver.com/comic/detail.series?productNo=4690335&sortOrder=DESC#priceInfo
체인지,naverseries,장진원(진원),장진원(진원),드라마,완결,일,1016,9.2,135,7화,"'상남자', 갑자기 '여자'가 되다?그놈 아니, 그녀의 시원한 학원 액션",https://series.naver.com/comic/detail.series?productNo=3310877&sortOrder=DESC#priceInfo
러브 앤 위시,naverseries,이네,이네,순정,완결,월,1434,9.8,77,8화,"어릴 적 언니들을 따라 순정만화를 읽으며 운명적인 사랑을 꿈꾸던 소녀 손다은17살 여름 , 서울에 터를 잡은 두 언니를 따라 서울에 전학 오게 된다전학 첫 날부터 아래층 미소년과 자꾸만 부딪히게 되는데 심지어 같은 반이라니이게 바로 말로만 듣던 운명?운명의 남자 김승휴에게 적극적인 애정표현으로 연애에 골인드디어 행복해지려는 찰나 왕따를 겪은 줄 알았던 승휴의 과거가 드러나게 된다양아치 같은 건 정말 싫다던 정의감 넘치는 소녀 손 다  은과연 그녀의 운명적인 사랑을 계속 지켜나갈 수 있을까?접기",https://series.naver.com/comic/detail.series?productNo=2665486&sortOrder=DESC#priceInfo
몽연,naverseries,김종진,김종진,드라마,완결,42일,71,8.7,27,4화,꿈 속에서 만나는 첫사랑 아내가 날 의심한다,https://series.naver.com/comic/detail.series?productNo=3963402&sortOrder=DESC#priceInfo
최강헌터 무한,naverseries,하모,장우섭,소년,시즌 휴재,토,1,6.7,81,6화,"인공지능 나노머신과의 결합으로 신체 변형, 치유, 네트워킹의 능력을 가지게 된 주인공 '무한'이 도시의 범죄 조직과 나노 기술을 노리는 기업에 맞서 싸운다",https://series.naver.com/comic/detail.series?productNo=3860359&sortOrder=DESC#priceInfo
고삼이 집나갔다,naverseries,미티,미티,드라마,완결,2227일,284,9.4,64,9화,"'집은 나갔지만 막나가진 않았습니다'대책없이 커져만가는 거짓말과 오해, 숨막히는 추격전수능을 앞둔 고3 수험생들의 REAL 가출기접기",https://series.naver.com/comic/detail.series?productNo=1579997&sortOrder=DESC#priceInfo
오직 나의 주인님,naverseries,상수,상수,순정,완결,13일,137,9.8,84,8화,"인간이 된 강아지 11년 전, 자신을 키워줬던 주인님을 만나다?",https://series.naver.com/comic/detail.series?productNo=3206932&sortOrder=DESC#priceInfo
약로전기 : 연단술의 제왕,naverseries,,투파창공 만화제작팀,소년,완결,월,13,8.6,115,5화,"약족(藥族)의 일개 구성원인 약진은 아버지의 목숨을 구하려고 단약을 찾아다녔지만 직계혈통들의 냉정한 거부로 인해 아버지는 끝내 싸늘한 주검이 된다 어리고 나약한 자신을 탓하며 절세의 약사가 되기로 한 약진은 우연히 집안 지하 밀실에서 천 년 된 미라를 발견하게 되고 그에게서 여러 비법을 전수 받아 시합에 참가하게 되는데, 그는 과연 갖은 역경을 이겨내고 아버지가 바라던 부족의 비석에 이름을 세워 다시금 가문의 영광을 되찾을 수 있을 것인가접기",https://series.naver.com/comic/detail.series?productNo=3106964&sortOrder=DESC#priceInfo
우리사이 30cm,naverseries,YUJU,YUJU,순정,완결,금,55,9.2,100,9화,소꿉 친구에서 연인까지의 거리는 얼마나 남았을까세 남녀의 로맨스,https://series.naver.com/comic/detail.series?productNo=6368200&sortOrder=DESC#priceInfo
결계녀,naverseries,김태경,김태경,드라마,완결,28일,1542,9.5,178,11화,"외고에 가야만하는 찌질한 중딩 박진수, 그리고 그의 '결계'가 되어주기로 약속한 정하윤 그들의 파란만장한 학교 생활접기",https://series.naver.com/comic/detail.series?productNo=2048802&sortOrder=DESC#priceInfo
혼전연애,naverseries,탐린,지금,순정,시즌 휴재,14일,242,9.0,80,1화,"만화가를 꿈꾸는 평범한 남고생 ‘한상현’, 재벌3세의 미소녀 여고생 ‘유서은’ 살아온 환경이 다른 두 사람이 약혼자로서 같이 살게 되었다? 집안이 정한 결혼으로부터 탈출하기 위한 소년소녀의 우정과 사랑(?) 이야기",https://series.naver.com/comic/detail.series?productNo=2968952&sortOrder=DESC#priceInfo
언더메이즈,naverseries,김영지,WONDER,소년,완결,목,3,8.9,91,9화,"스트레스가 심하면 괴물이 될 수 있다고? 만병의 근원인 스트레스가 괴물을 만든다정신세계 <이너월드>에서 벌어지는 액션 판타지 ""힘들고 지친 당신을 죽이러 갑니다""접기",https://series.naver.com/comic/detail.series?productNo=6420379&sortOrder=DESC#priceInfo
뱀프렌드,naverseries,HI,HI,드라마,완결,월,3,9.5,60,6화,내 친구가 '뱀파이어'라고? 인간 '박동하'와 뱀파이어 '김카인'의 유쾌 발랄 우정 이야기,https://series.naver.com/comic/detail.series?productNo=5697601&sortOrder=DESC#priceInfo
에이틴,naverseries,Playlist,LICO,드라마,완결,일,156,9.2,16,전화,"화제의 웹드라마 '에이틴', 사랑스런 캐릭터들을 웹툰으로 만난다하나도 평범하지 않은 열여덟 이야기",https://series.naver.com/comic/detail.series?productNo=3840339&sortOrder=DESC#priceInfo
그녀는 VIP,naverseries,이태경,이태경,순정,완결,일,2,5.7,51,5화,"잘 나가는 강남 과외강사 황 선재 VIP 고객만을 상대하는 그에게 어느 날 특급 의뢰가 들어온다 성형외과 계의 공룡체인 ‘은 성형외과’ 그룹의 병원장 맏딸, 연화를 대학에 보내는 것 ""함부로 살겠단 생각 따윈 집어치워 왜냐하면 넌, 내 아내가 될 거니까"" 위험하도록 아름다운 그녀 그녀를 길들일 자, 누구인가?접기",https://series.naver.com/comic/detail.series?productNo=10976316&sortOrder=DESC#priceInfo
굴다리 블루스,naverseries,,박상준,소년,완결,금,106,9.4,93,3화,어설픈 시골 일진들의 촌스럽지만 뜨거웠던 학창시절,https://series.naver.com/comic/detail.series?productNo=3116294&sortOrder=DESC#priceInfo
강철강,naverseries,신영우,신영우,소년,완결,월,35,9.6,80,7화,어릴 적부터 산 속에서 무도를 연마한 강철강은 아버지를 반신불수로 만든 단체를 찾아 복수를하기 위해 도시에 상경한다 불완전한 슈퍼히어로즈 유전자 샘플 10개를 자신의 몸에 찔러 반죽음 상태가 된 강철강의 몸에서 이상한 변화를 보이는데접기,https://series.naver.com/comic/detail.series?productNo=3186716&sortOrder=DESC#priceInfo
갈피,naverseries,권지현,권지현,드라마,완결,월,좋아요,8.6,51,6화,평범한 일상 속에 잠복해 있다가 갑작스레 퍼진 바이러스로 인해 거리는 난잡해져 버리고 아내 또한 감염이 되고 만다마음은 급해져오고 서로 간의 갈등은 깊어져만 간다,https://series.naver.com/comic/detail.series?productNo=8719628&sortOrder=DESC#priceInfo
일진에게 회초리,naverseries,유승연,유승연,드라마,완결,14일,56,9.8,26,4화,"조선시대의 가장 위대한 왕, 세종 한글 반포를 앞둔 조선을 떠나 21세기 18살 불량 고등학생 정이도에게 빙의된다난무하는 급식체에 세종, 몸소 훈민정음의 참뜻을 가르친다",https://series.naver.com/comic/detail.series?productNo=3462261&sortOrder=DESC#priceInfo
환생동물학교,naverseries,,엘렌 심,드라마,완결,28일,666,10.0,51,6화,"동물들이 인간으로 환생하기 전, 동물의 습성을 버리고 인간 세계에서 잘 적응할 수 있는 교육을 받는 학교그곳에는 주인을 걱정하고 그리워하는 사랑스러운 동물들로 가득하다신입 선생님은 이제 이들을 가르쳐 주인을 잊고 인간이 될 수 있도록 해야 하는데…접기",https://series.naver.com/comic/detail.series?productNo=3050030&sortOrder=DESC#priceInfo
11년 후 우리는,naverseries,,이재이,순정,완결,토,471,9.7,58,8화,11년 동안 한 연애가 끝났다 그 이후는? 결혼일까? 이별일까? 여전히 연애일까,https://series.naver.com/comic/detail.series?productNo=3349160&sortOrder=DESC#priceInfo
드래곤시터,naverseries,지카,지카,순정,완결,화,18,8.8,66,5화,"인간 세상에 남은 마지막 드래곤과최후의 드래곤을 돌보는 드래곤 시터의따뜻한 동거 치유 로맨스어린 나이에 드래곤 시터가 된 '코렛트'는 드래곤에 대한 환상을 품고 있다하지만 최후의 드래곤인 '악스엘라'는 알콜중독 히키코모리 츤데레였다…그러나 코렛트는 꿋꿋이 악스엘라의 곁을 지키고, 결국 드래곤 시터로서 그의 곁에 남는 데 성공한다그렇게 몇 년이 지나고, 여왕 '가이사'가 코렛트와 악스엘라를 왕궁으로 부른다그리고 코렛트를 인질 삼아 악스엘라를 협박하는데…밝고 귀여운 시터 코렛트와, 성격 나쁜 드래곤 악스엘라는 무사히 집으로 돌아갈 수 있을까?접기",https://series.naver.com/comic/detail.series?productNo=4695395&sortOrder=DESC#priceInfo
고교최강,naverseries,문스튜디오,문스튜디오,소년,완결,1일,8,9.2,400,4화,언제부턴가 각 지역 학교에서 이상한 게임이유행하게 되는데…그 게임의 이름은 바로 [베팅격투]그런데 이 게임…단순한 패싸움이 아니라 배후가 있는 것 같다…접기,https://series.naver.com/comic/detail.series?productNo=6749664&sortOrder=DESC#priceInfo
에디슈타인,naverseries,뽁스,신얼,소년,완결,월,좋아요,7.8,51,3화,새로운 개발에만 빠져 있는 DR에디 하지만 실용성은 제로에 가까운에디의 개발로 인해 주변캐릭터들의 황당한 일들이 일어나기 시작한다,https://series.naver.com/comic/detail.series?productNo=5390300&sortOrder=DESC#priceInfo
뻐꾸기 새끼,naverseries,닭군,닭군,드라마,완결,수,7,10.0,65,4화,"쌍둥이 중 하나가, 내 아이가 아닌 것 같다한 가정집에서 태어난 쌍둥이 자매 윤희와 국희 작고 귀여운 아이들로 행복한 일상을 꿈꾼 것도 잠시, 갓난아기인 국희가 윤희를 밀어 떨어뜨리려 한다부모의 발견으로 다행히 위기를 모면했지만, 그때부터 국희는 괴이한 행동을 보인다윤희의 모든 것을 빼앗으려는 탐욕과 키우던 강아지를 위협하는 폭력성까지어느새 국희는 윤희를 죽이려 하고 있다접기",https://series.naver.com/comic/detail.series?productNo=9389955&sortOrder=DESC#priceInfo
하루의 하루,naverseries,김이랑,김이랑,드라마,완결,일,15,9.8,112,7화,"오하루는 다른 사람의 마음을 읽을 수 있는 초능력자다얼마 전, 저주 받은 능력 때문에 첫사랑도 허무하게 깨져버리고건조한 일상을 보내고 있던 하루에게 최근 신경쓰이는 사람이 생겼다그 사람은 바로, 같은 과 동기인 정하루그녀의 마음은 도무지 보이지 않는다 이건 혹시 운명?접기",https://series.naver.com/comic/detail.series?productNo=6284432&sortOrder=DESC#priceInfo
걔의 질투,naverseries,할,Z6,순정,일시적 휴재,목,6,10.0,20,15화,"고등학교에 진학한 여학생 ‘공현하’는 학기 초 따돌림의 대상이 된다그로 인해 좌절하던 공현하에게 손을 내밀어 준 건 모두가 선망하는 여학생 ‘지혜진’지혜진이 손을 내밀어 주자 따돌림들은 모두 멈췄고, 공현하는 자신을 구해준 지혜진을마음 속 깊이 좋아하게 된다 그러던 어느 날 지혜진에게 키 크고 잘생긴 소꿉친구 남학생 ‘유권영’이 있다는 사실을 알게 된 공현하는 엄청난 질투심에 사로잡히게 되고, 점점 그 둘 사이의 묘한 관계에 대해 알게 되는데접기",https://series.naver.com/comic/detail.series?productNo=10684899&sortOrder=DESC#priceInfo
그 남자의 정원,naverseries,재키,원해,순정,일시적 휴재,목,4,10.0,17,12화,"웅크렸던 과거를 딛고 주연으로 우뚝 선 여배우 정원, 시크한 매력의 월드스타 태준과 헤어진 첫사랑 재민과의 사극 촬영이 시작됐다 촬영장 속 사심 넘치는 좌충우돌 러브 코미디",https://series.naver.com/comic/detail.series?productNo=10753721&sortOrder=DESC#priceInfo
